sample_index,timestamp_unix,elapsed_seconds,raw_value,voltage
266,1782079210.4371617,0.145772,1296,1.5820
267,1782079210.4372144,0.145825,1293,1.5784
268,1782079210.4377775,0.146388,1290,1.5747
269,1782079210.43785,0.146461,1288,1.5723
270,1782079210.437889,0.146500,1289,1.5735
271,1782079210.4384203,0.147031,1291,1.5759
272,1782079210.4386516,0.147262,1285,1.5686
273,1782079210.4392776,0.147888,1286,1.5698
274,1782079210.4393404,0.147951,1285,1.5686
275,1782079210.4398134,0.148424,1283,1.5662
276,1782079210.4399016,0.148512,1279,1.5613
277,1782079210.439967,0.148577,1278,1.5601
278,1782079210.4399984,0.148609,1277,1.5588
279,1782079210.440047,0.148658,1273,1.5540
280,1782079210.4406152,0.149226,1278,1.5601
281,1782079210.4413068,0.149917,1273,1.5540
282,1782079210.4414532,0.150064,1271,1.5515
283,1782079210.4415567,0.150167,1272,1.5527
284,1782079210.4416296,0.150240,1270,1.5503
285,1782079210.4416945,0.150305,1269,1.5491
286,1782079210.4417496,0.150360,1267,1.5466
287,1782079210.4423168,0.150927,1269,1.5491
288,1782079210.442376,0.150986,1264,1.5430
289,1782079210.442415,0.151026,1260,1.5381
290,1782079210.4424417,0.151052,1266,1.5454
291,1782079210.4456997,0.154310,1263,1.5417
292,1782079210.4457808,0.154391,1265,1.5442
293,1782079210.4458776,0.154488,1263,1.5417
294,1782079210.445928,0.154539,1263,1.5417
295,1782079210.4460168,0.154627,1267,1.5466
296,1782079210.4460554,0.154666,1266,1.5454
297,1782079210.4460833,0.154694,1268,1.5479
298,1782079210.4461193,0.154730,1268,1.5479
299,1782079210.4461453,0.154756,1271,1.5515
300,1782079210.446186,0.154797,1272,1.5527
301,1782079210.4462152,0.154826,1271,1.5515
302,1782079210.4462388,0.154849,1273,1.5540
303,1782079210.446275,0.154886,1274,1.5552
304,1782079210.4463131,0.154924,1272,1.5527
305,1782079210.4463398,0.154950,1273,1.5540
306,1782079210.4463634,0.154974,1280,1.5625
307,1782079210.446399,0.155010,1277,1.5588
308,1782079210.4464242,0.155035,1273,1.5540
309,1782079210.446471,0.155082,1279,1.5613
310,1782079210.448337,0.156948,1274,1.5552
311,1782079210.4484193,0.157030,1274,1.5552
312,1782079210.4484527,0.157063,1274,1.5552
313,1782079210.448524,0.157135,1269,1.5491
314,1782079210.4489892,0.157600,1273,1.5540
315,1782079210.4498563,0.158467,1268,1.5479
316,1782079210.4500906,0.158701,1268,1.5479
317,1782079210.4507601,0.159371,1256,1.5332
318,1782079210.451038,0.159648,1256,1.5332
319,1782079210.451579,0.160190,1261,1.5393
320,1782079210.452031,0.160641,1255,1.5320
321,1782079210.4525812,0.161192,1255,1.5320
322,1782079210.4531124,0.161723,1251,1.5271
323,1782079210.453525,0.162136,1253,1.5295
324,1782079210.4540653,0.162676,1248,1.5234
325,1782079210.454622,0.163233,1244,1.5186
326,1782079210.4551654,0.163776,1251,1.5271
